Order Date,Contact Name,Country,City,Region,Subregion,Customer,Customer ID,Industry,Segment,Product,Sales,Quantity,Discount,Profit,Discount Category,Profit Margin,Year-Month
2023-03-17,Madeleine Smith,Canada,Toronto,AMER,NAMER,BMW,1039,Manufacturing,Enterprise,Marketing Suite - Gold,46.51,1,0.0,1.8604,Low,0.04,2023-03
2023-03-17,Madeleine Smith,Canada,Toronto,AMER,NAMER,BMW,1039,Manufacturing,Enterprise,Site Analytics,659.976,3,0.2,49.4982,Low,0.075,2023-03
2022-11-28,Sally Davidson,Chile,Puente Alto,AMER,LATAM,Goldman Sachs Group,1042,Finance,SMB,Site Analytics,271.992,1,0.2,23.7993,Low,0.0875,2022-11
2023-08-07,Irene Walsh,Czech Republic,Brno,EMEA,EU-EAST,Wells Fargo,1099,Finance,SMB,Marketing Suite,145.74,3,0.0,23.3184,Low,0.16,2023-08
2023-08-07,Irene Walsh,Czech Republic,Brno,EMEA,EU-EAST,Wells Fargo,1099,Finance,SMB,SaaS Connector Pack,15.4,5,0.0,7.392,Low,0.48000000000000004,2023-08
2023-11-28,Evan Ross,United States,Los Angeles,AMER,NAMER,Sysco,1084,Consumer Products,Strategic,Support,244.55,5,0.0,114.9385,Low,0.47,2023-11
2023-11-28,Evan Ross,United States,Los Angeles,AMER,NAMER,Sysco,1084,Consumer Products,Strategic,Data Smasher,166.16,8,0.0,59.8176,Low,0.36,2023-11
2021-05-25,Alexander Wallace,United States,Los Angeles,AMER,NAMER,Ford Motor,1009,Manufacturing,Enterprise,SaaS Connector Pack,14.73,3,0.0,4.8609,Low,0.33,2021-05
2022-07-09,Kimberly Manning,Russia,St Petersburg,EMEA,EU-EAST,AmerisourceBergen,1007,Healthcare,SMB,ContactMatcher,19.968,2,0.7,-13.312,High,-0.6666666666666666,2022-07
2022-07-09,Kimberly Manning,Russia,St Petersburg,EMEA,EU-EAST,AmerisourceBergen,1007,Healthcare,SMB,Marketing Suite - Gold,33.488,7,0.2,-1.2558,Low,-0.0375,2022-07
2022-07-09,Kimberly Manning,Russia,St Petersburg,EMEA,EU-EAST,AmerisourceBergen,1007,Healthcare,SMB,ContactMatcher,8.736,4,0.7,-6.1152,High,-0.7,2022-07
2022-07-09,Kimberly Manning,Russia,St Petersburg,EMEA,EU-EAST,AmerisourceBergen,1007,Healthcare,SMB,FinanceHub,662.88,3,0.2,74.574,Low,0.1125,2022-07
2023-08-30,Julian Langdon,Australia,Wollongong,APJ,ANZ,BMW,1039,Manufacturing,Strategic,FinanceHub,47.36,4,0.2,17.76,Low,0.37500000000000006,2023-08
2023-08-30,Julian Langdon,Australia,Wollongong,APJ,ANZ,BMW,1039,Manufacturing,Strategic,Marketing Suite - Gold,27.44,2,0.2,2.401,Low,0.0875,2023-08
2023-08-30,Julian Langdon,Australia,Wollongong,APJ,ANZ,BMW,1039,Manufacturing,Strategic,ContactMatcher,3.24,9,0.8,-5.184,High,-1.5999999999999999,2023-08
2022-06-21,Lily Paterson,Japan,Kyoto,APJ,JAPN,Carrefour,1048,Retail,Strategic,Data Smasher,95.968,4,0.2,26.3912,Low,0.275,2022-06
2022-06-21,Lily Paterson,Japan,Kyoto,APJ,JAPN,Carrefour,1048,Retail,Strategic,Support,10.368,2,0.2,3.6288,Low,0.35,2022-06
2023-09-03,Gordon Dyer,United Kingdom,London,EMEA,UKIR,Samsung Electronics,1015,Tech,Strategic,ChatBot Plugin,23.1,2,0.0,6.468,Low,0.27999999999999997,2023-09
2023-09-03,Gordon Dyer,United Kingdom,London,EMEA,UKIR,Samsung Electronics,1015,Tech,Strategic,SaaS Connector Pack,11.54,2,0.0,3.462,Low,0.30000000000000004,2023-09
2023-09-03,Gordon Dyer,United Kingdom,London,EMEA,UKIR,Samsung Electronics,1015,Tech,Strategic,ContactMatcher,254.526,1,0.4,-93.3262,Low,-0.36666666666666664,2023-09
2023-09-03,Gordon Dyer,United Kingdom,London,EMEA,UKIR,Samsung Electronics,1015,Tech,Strategic,OneView,12.98,1,0.0,3.7642,Low,0.29,2023-09
2023-09-03,Gordon Dyer,United Kingdom,London,EMEA,UKIR,Samsung Electronics,1015,Tech,Strategic,ContactMatcher,26.432,8,0.2,8.9208,Low,0.3375,2023-09
2023-09-03,Gordon Dyer,United Kingdom,London,EMEA,UKIR,Samsung Electronics,1015,Tech,Strategic,Site Analytics,197.97,3,0.0,57.4113,Low,0.29,2023-09
2023-09-03,Gordon Dyer,United Kingdom,London,EMEA,UKIR,Samsung Electronics,1015,Tech,Strategic,FinanceHub,18.9,6,0.0,9.072,Low,0.48,2023-09
2023-09-03,Gordon Dyer,United Kingdom,London,EMEA,UKIR,Samsung Electronics,1015,Tech,Strategic,FinanceHub,1282.41,5,0.1,213.735,Low,0.16666666666666666,2023-09
2023-09-03,Gordon Dyer,United Kingdom,London,EMEA,UKIR,Samsung Electronics,1015,Tech,Strategic,ChatBot Plugin,4.92,3,0.0,2.214,Low,0.45,2023-09
2023-09-03,Gordon Dyer,United Kingdom,London,EMEA,UKIR,Samsung Electronics,1015,Tech,Strategic,Data Smasher,238.0,2,0.0,38.08,Low,0.16,2023-09
2023-09-03,Gordon Dyer,United Kingdom,London,EMEA,UKIR,Samsung Electronics,1015,Tech,Strategic,Data Smasher,167.97,3,0.0,40.3128,Low,0.24000000000000002,2023-09
2023-09-03,Gordon Dyer,United Kingdom,London,EMEA,UKIR,Samsung Electronics,1015,Tech,Strategic,Support,17.12,4,0.0,7.704,Low,0.44999999999999996,2023-09
2023-09-11,Leonard Cameron,Poland,Warsaw,EMEA,EU-WEST,Aviva,1006,Finance,SMB,ContactMatcher,16.2,3,0.0,7.776,Low,0.48,2023-09
2023-09-11,Leonard Cameron,Poland,Warsaw,EMEA,EU-WEST,Aviva,1006,Finance,SMB,OneView,33.99,3,0.0,14.6157,Low,0.43,2023-09
2023-09-11,Leonard Cameron,Poland,Warsaw,EMEA,EU-WEST,Aviva,1006,Finance,SMB,Data Smasher,296.85,5,0.0,53.433,Low,0.18,2023-09
2023-09-11,Leonard Cameron,Poland,Warsaw,EMEA,EU-WEST,Aviva,1006,Finance,SMB,Data Smasher,112.8,6,0.0,6.768,Low,0.06,2023-09
2023-09-11,Leonard Cameron,Poland,Warsaw,EMEA,EU-WEST,Aviva,1006,Finance,SMB,ContactMatcher,13.71,3,0.0,6.5808,Low,0.48,2023-09
2023-09-11,Leonard Cameron,Poland,Warsaw,EMEA,EU-WEST,Aviva,1006,Finance,SMB,Support,24.9,5,0.0,11.703,Low,0.47000000000000003,2023-09
2023-09-11,Leonard Cameron,Poland,Warsaw,EMEA,EU-WEST,Aviva,1006,Finance,SMB,Marketing Suite - Gold,286.29,3,0.0,17.1774,Low,0.05999999999999999,2023-09
2023-09-11,Leonard Cameron,Poland,Warsaw,EMEA,EU-WEST,Aviva,1006,Finance,SMB,OneView,24.18,2,0.0,7.254,Low,0.3,2023-09
2023-12-22,Karen Taylor,Argentina,Mendoza,AMER,LATAM,Coca-Cola,1021,Consumer Products,SMB,Site Analytics,281.97,3,0.0,78.9516,Low,0.27999999999999997,2023-12
2023-12-22,Karen Taylor,Argentina,Mendoza,AMER,LATAM,Coca-Cola,1021,Consumer Products,SMB,Support,69.5,5,0.0,20.155,Low,0.29000000000000004,2023-12
2023-12-22,Karen Taylor,Argentina,Mendoza,AMER,LATAM,Coca-Cola,1021,Consumer Products,SMB,Support,166.44,3,0.0,79.8912,Low,0.48,2023-12
2023-09-24,Zoe Ferguson,Singapore,Singapore,APJ,APAC,Cigna,1038,Healthcare,SMB,Data Smasher,291.96,4,0.0,102.186,Low,0.35000000000000003,2023-09
2023-05-07,Joe Allan,Australia,Sydney,APJ,ANZ,Enel,1013,Energy,Enterprise,ChatBot Plugin,6.408,3,0.2,0.6408,Low,0.1,2023-05
2023-05-07,Joe Allan,Australia,Sydney,APJ,ANZ,Enel,1013,Energy,Enterprise,Data Smasher,408.744,7,0.2,76.6395,Low,0.18749999999999997,2023-05
2020-12-14,Joanne Hemmings,Australia,Sydney,APJ,ANZ,Walmart,1096,Retail,SMB,ContactMatcher,5.104,4,0.8,-8.6768,High,-1.7,2020-12
2020-12-14,Joanne Hemmings,Australia,Sydney,APJ,ANZ,Walmart,1096,Retail,SMB,Storage,2.896,2,0.2,0.4706,Low,0.1625,2020-12
2020-12-14,Joanne Hemmings,Australia,Sydney,APJ,ANZ,Walmart,1096,Retail,SMB,Data Smasher,35.016,3,0.2,-2.1885,Low,-0.0625,2020-12
2020-10-18,Joseph Forsyth,Portugal,Porto,EMEA,EU-WEST,Trafigura Group,1100,Finance,Strategic,Marketing Suite - Gold,275.97,3,0.0,11.0388,Low,0.039999999999999994,2020-10
2020-10-18,Joseph Forsyth,Portugal,Porto,EMEA,EU-WEST,Trafigura Group,1100,Finance,Strategic,Site Analytics,1394.95,5,0.0,362.687,Low,0.26,2020-10
2020-10-18,Joseph Forsyth,Portugal,Porto,EMEA,EU-WEST,Trafigura Group,1100,Finance,Strategic,FinanceHub,545.88,6,0.0,70.9644,Low,0.13,2020-10
2021-05-08,Irene Clark,Belgium,Brussels,EMEA,EU-WEST,Comcast,1022,Communications,SMB,ChatBot Plugin,5.248,2,0.2,0.5904,Low,0.1125,2021-05
2022-04-15,Liam Burgess,Chile,Santiago,AMER,LATAM,Toyota Motor,1087,Manufacturing,SMB,FinanceHub,933.536,4,0.2,105.0228,Low,0.11250000000000002,2022-04
2022-04-15,Liam Burgess,Chile,Santiago,AMER,LATAM,Toyota Motor,1087,Manufacturing,SMB,Marketing Suite - Gold,42.976,4,0.2,4.2976,Low,0.1,2022-04
2021-12-14,Boris Coleman,Finland,Helsinki,EMEA,NOR,Goldman Sachs Group,1042,Finance,Strategic,ContactMatcher,3.76,2,0.0,1.8048,Low,0.48000000000000004,2021-12
2020-12-03,Rachel Cornish,Singapore,Singapore,APJ,APAC,Volkswagen,1046,Manufacturing,SMB,Site Analytics,479.96,4,0.0,134.3888,Low,0.28,2020-12
2020-11-25,Molly Mitchell,United States,Detroit,AMER,NAMER,Safeway,1079,Retail,Strategic,OneView,320.88,6,0.0,93.0552,Low,0.29,2020-11
2020-11-25,Molly Mitchell,United States,Detroit,AMER,NAMER,Safeway,1079,Retail,Strategic,SaaS Connector Pack,23.88,3,0.0,10.5072,Low,0.44,2020-11
2020-11-25,Molly Mitchell,United States,Detroit,AMER,NAMER,Safeway,1079,Retail,Strategic,Support,26.76,4,0.0,12.3096,Low,0.45999999999999996,2020-11
2022-07-26,Caroline Greene,Mexico,Mexico City,AMER,LATAM,Daimler,1052,Transportation,SMB,Alchemy,1439.976,4,0.4,191.9968,Low,0.13333333333333333,2022-07
2021-11-09,Victoria Ellison,Poland,Warsaw,EMEA,EU-WEST,Morgan Stanley,1068,Finance,SMB,ContactMatcher,17.22,3,0.0,7.9212,Low,0.46,2021-11
2021-11-09,Victoria Ellison,Poland,Warsaw,EMEA,EU-WEST,Morgan Stanley,1068,Finance,SMB,ContactMatcher,1024.38,7,0.0,215.1198,Low,0.20999999999999996,2021-11
2021-11-09,Victoria Ellison,Poland,Warsaw,EMEA,EU-WEST,Morgan Stanley,1068,Finance,SMB,SaaS Connector Pack - Gold,26.22,3,0.0,12.3234,Low,0.47,2021-11
2021-11-09,Victoria Ellison,Poland,Warsaw,EMEA,EU-WEST,Morgan Stanley,1068,Finance,SMB,Support,17.34,3,0.0,8.4966,Low,0.49000000000000005,2021-11
2023-02-25,Caroline Greene,France,Paris,EMEA,EU-WEST,Daimler,1052,Transportation,SMB,ContactMatcher,4.956,4,0.7,-3.7996,High,-0.7666666666666666,2023-02
2023-06-26,Joe Allan,Belgium,Brussels,EMEA,EU-WEST,Enel,1013,Energy,Enterprise,FinanceHub,71.04,6,0.2,26.64,Low,0.375,2023-06
2023-06-26,Joe Allan,Belgium,Brussels,EMEA,EU-WEST,Enel,1013,Energy,Enterprise,ChatBot Plugin,5.344,2,0.2,0.7348,Low,0.13749999999999998,2023-06
2023-06-26,Joe Allan,Belgium,Brussels,EMEA,EU-WEST,Enel,1013,Energy,Enterprise,Storage,11.304,3,0.2,-2.1195,Low,-0.1875,2023-06
2023-12-03,Lucas Taylor,Japan,Tokyo,APJ,JAPN,Coca-Cola,1021,Consumer Products,SMB,OneView,294.62,5,0.8,-766.012,High,-2.5999999999999996,2023-12
2023-12-03,Lucas Taylor,Japan,Tokyo,APJ,JAPN,Coca-Cola,1021,Consumer Products,SMB,SaaS Connector Pack,8.752,4,0.6,-3.7196,High,-0.42499999999999993,2023-12
2020-02-07,Trevor Rutherford,Spain,Valencia,EMEA,EU-WEST,Volkswagen,1046,Manufacturing,Strategic,FinanceHub,15.0,4,0.0,7.2,Low,0.48000000000000004,2020-02
2020-02-07,Trevor Rutherford,Spain,Valencia,EMEA,EU-WEST,Volkswagen,1046,Manufacturing,Strategic,Site Analytics,161.61,1,0.0,42.0186,Low,0.25999999999999995,2020-02
2020-02-07,Trevor Rutherford,Spain,Valencia,EMEA,EU-WEST,Volkswagen,1046,Manufacturing,Strategic,Site Analytics,144.95,5,0.0,42.0355,Low,0.29000000000000004,2020-02
2023-04-12,Caroline Gibson,United States,Newark,AMER,NAMER,Allianz,1080,Finance,SMB,Data Smasher,199.95,5,0.0,21.9945,Low,0.11,2023-04
2023-04-12,Caroline Gibson,United States,Newark,AMER,NAMER,Allianz,1080,Finance,SMB,ChatBot Plugin,41.86,7,0.0,14.2324,Low,0.34,2023-04
2023-12-26,Joan Ball,Ireland,Dublin,EMEA,UKIR,Enel,1013,Energy,SMB,Marketing Suite - Gold,95.94,3,0.0,9.594,Low,0.09999999999999999,2023-12
2023-12-26,Joan Ball,Ireland,Dublin,EMEA,UKIR,Enel,1013,Energy,SMB,FinanceHub,304.45,5,0.0,76.1125,Low,0.25,2023-12
2023-04-12,Angela Churchill,Japan,Osaka,APJ,JAPN,Valero Energy,1093,Energy,Enterprise,ContactMatcher,11.364,3,0.8,-17.046,High,-1.4999999999999998,2023-04
2020-12-31,Connor McDonald,Poland,Warsaw,EMEA,EU-WEST,Chevron,1017,Energy,Strategic,ChatBot Plugin,29.68,7,0.0,11.5752,Low,0.39,2020-12
2020-12-31,Connor McDonald,Poland,Warsaw,EMEA,EU-WEST,Chevron,1017,Energy,Strategic,Data Smasher,47.53,7,0.0,16.1602,Low,0.33999999999999997,2020-12
2023-08-04,Emily Campbell,Australia,Sydney,APJ,ANZ,Allianz,1080,Finance,SMB,Marketing Suite,183.372,2,0.3,-36.6744,Low,-0.19999999999999998,2023-08
2020-11-15,Sarah Sanderson,South Africa,Cape Town,EMEA,MEA,Prudential Financial,1078,Finance,SMB,ChatBot Plugin,4.224,3,0.2,0.4752,Low,0.1125,2020-11
2020-11-15,Sarah Sanderson,South Africa,Cape Town,EMEA,MEA,Prudential Financial,1078,Finance,SMB,OneView,333.056,2,0.2,29.1424,Low,0.0875,2020-11
2020-11-15,Sarah Sanderson,South Africa,Cape Town,EMEA,MEA,Prudential Financial,1078,Finance,SMB,Support,24.896,4,0.2,7.78,Low,0.3125,2020-11
2021-12-11,Bella Morgan,Japan,Tokyo,APJ,JAPN,Johnson & Johnson,1055,Healthcare,SMB,Data Smasher,159.984,2,0.2,35.9964,Low,0.225,2021-12
2021-12-11,Bella Morgan,Japan,Tokyo,APJ,JAPN,Johnson & Johnson,1055,Healthcare,SMB,Marketing Suite - Gold,46.344,3,0.2,4.6344,Low,0.1,2021-12
2022-09-19,Joanne Blake,Portugal,Lisboa,EMEA,EU-WEST,PepsiCo,1073,Consumer Products,SMB,FinanceHub,350.98,1,0.0,84.2352,Low,0.24,2022-09
2022-09-19,Joanne Blake,Portugal,Lisboa,EMEA,EU-WEST,PepsiCo,1073,Consumer Products,SMB,Support,13.08,2,0.0,6.0168,Low,0.45999999999999996,2022-09
2022-09-19,Joanne Blake,Portugal,Lisboa,EMEA,EU-WEST,PepsiCo,1073,Consumer Products,SMB,Marketing Suite - Gold,900.08,4,0.0,117.0104,Low,0.13,2022-09
2021-03-19,Colin Hamilton,United States,Anaheim,AMER,NAMER,Abbott Laboratories,1001,Healthcare,SMB,ContactMatcher,17.568,2,0.2,6.3684,Low,0.3625,2021-03
2021-03-19,Colin Hamilton,United States,Anaheim,AMER,NAMER,Abbott Laboratories,1001,Healthcare,SMB,FinanceHub,14.62,2,0.0,6.8714,Low,0.47000000000000003,2021-03
2021-03-19,Colin Hamilton,United States,Anaheim,AMER,NAMER,Abbott Laboratories,1001,Healthcare,SMB,Support,33.36,4,0.0,8.6736,Low,0.26,2021-03
2021-03-19,Colin Hamilton,United States,Anaheim,AMER,NAMER,Abbott Laboratories,1001,Healthcare,SMB,Support,40.14,6,0.0,19.6686,Low,0.49000000000000005,2021-03
2022-09-20,Max Skinner,Norway,Oslo,EMEA,NOR,Bank of America Corp.,1011,Finance,Enterprise,Marketing Suite - Gold,1606.23,9,0.0,481.869,Low,0.3,2022-09
2022-09-20,Max Skinner,Norway,Oslo,EMEA,NOR,Bank of America Corp.,1011,Finance,Enterprise,Support,17.04,3,0.0,7.668,Low,0.45,2022-09
2022-09-20,Max Skinner,Norway,Oslo,EMEA,NOR,Bank of America Corp.,1011,Finance,Enterprise,ContactMatcher,49.53,3,0.0,23.7744,Low,0.48,2022-09
2022-09-20,Max Skinner,Norway,Oslo,EMEA,NOR,Bank of America Corp.,1011,Finance,Enterprise,FinanceHub,872.32,4,0.0,244.2496,Low,0.27999999999999997,2022-09
2023-08-21,Jonathan Brown,United States,Philadelphia,AMER,NAMER,Oracle,1072,Tech,SMB,ContactMatcher,239.12,5,0.2,77.714,Low,0.325,2023-08
2021-03-13,Theresa Henderson,Canada,Toronto,AMER,NAMER,Safeway,1079,Retail,SMB,Marketing Suite,141.96,2,0.0,39.7488,Low,0.28,2021-03
2022-09-09,Madeleine Smith,United States,Roswell,AMER,NAMER,BMW,1039,Manufacturing,Enterprise,ContactMatcher,33.024,2,0.2,11.5584,Low,0.35000000000000003,2022-09
2022-09-09,Madeleine Smith,United States,Roswell,AMER,NAMER,BMW,1039,Manufacturing,Enterprise,ContactMatcher,67.136,4,0.2,23.4976,Low,0.35,2022-09
2021-11-26,Sebastian Robertson,South Korea,Gwangju,APJ,APAC,News Corp.,1071,Misc,Strategic,ContactMatcher,14.73,3,0.0,6.9231,Low,0.47,2021-11
2021-11-26,Sebastian Robertson,South Korea,Gwangju,APJ,APAC,News Corp.,1071,Misc,Strategic,Marketing Suite - Gold,104.9,5,0.0,25.176,Low,0.23999999999999996,2021-11
2021-11-26,Sebastian Robertson,South Korea,Gwangju,APJ,APAC,News Corp.,1071,Misc,Strategic,ContactMatcher,61.04,4,0.0,30.52,Low,0.5,2021-11
2021-11-26,Sebastian Robertson,South Korea,Gwangju,APJ,APAC,News Corp.,1071,Misc,Strategic,Support,10.95,3,0.0,5.1465,Low,0.47,2021-11
2022-12-10,Robert McGrath,Japan,Saitama,APJ,JAPN,Walgreens,1095,Retail,Strategic,Support,9.392,2,0.2,3.2872,Low,0.35000000000000003,2022-12
2022-12-10,Robert McGrath,Japan,Saitama,APJ,JAPN,Walgreens,1095,Retail,Strategic,ChatBot Plugin,9.328,1,0.2,0.8162,Low,0.08750000000000001,2022-12
2023-09-26,Owen Ellison,Luxembourg,Luxembourg,EMEA,EU-WEST,Johnson & Johnson,1055,Healthcare,SMB,ContactMatcher,8.26,2,0.0,3.8822,Low,0.47000000000000003,2023-09
2023-09-26,Owen Ellison,Luxembourg,Luxembourg,EMEA,EU-WEST,Johnson & Johnson,1055,Healthcare,SMB,FinanceHub,269.97,3,0.0,51.2943,Low,0.18999999999999997,2023-09
2021-01-23,Una Knox,Netherlands,The Hague,EMEA,EU-WEST,Pemex,1058,Energy,Enterprise,Support,29.04,3,0.0,13.9392,Low,0.48,2021-01
2021-01-23,Una Knox,Netherlands,The Hague,EMEA,EU-WEST,Pemex,1058,Energy,Enterprise,FinanceHub,14.62,2,0.0,6.8714,Low,0.47000000000000003,2021-01
2021-06-18,Jan Hemmings,Chile,Santiago,AMER,LATAM,Mitsubishi,1050,Manufacturing,Enterprise,Support,11.952,3,0.2,4.3326,Low,0.36250000000000004,2021-06
2021-06-18,Jan Hemmings,Chile,Santiago,AMER,LATAM,Mitsubishi,1050,Manufacturing,Enterprise,ContactMatcher,4.536,7,0.7,-3.3264,High,-0.7333333333333334,2021-06
2021-06-18,Jan Hemmings,Chile,Santiago,AMER,LATAM,Mitsubishi,1050,Manufacturing,Enterprise,ContactMatcher,9.156,2,0.7,-6.104,High,-0.6666666666666666,2021-06
2021-06-18,Jan Hemmings,Chile,Santiago,AMER,LATAM,Mitsubishi,1050,Manufacturing,Enterprise,SaaS Connector Pack,75.36,5,0.2,20.724,Low,0.275,2021-06
2021-10-02,Hannah Sanderson,United States,Seattle,AMER,NAMER,Verizon Communications,1094,Communications,Strategic,ContactMatcher,57.504,6,0.2,20.1264,Low,0.35000000000000003,2021-10
2023-11-19,Andrew Lewis,Mexico,Puerto Vallarta,AMER,LATAM,PepsiCo,1073,Consumer Products,Strategic,ChatBot Plugin,38.864,7,0.2,7.7728,Low,0.2,2023-11
2020-08-17,Melanie Sharp,Japan,Tokyo,APJ,JAPN,Carrefour,1048,Retail,Strategic,Support,15.552,3,0.2,5.4432,Low,0.35000000000000003,2020-08
2022-07-18,Brandon Vaughan,Argentina,Córdoba,AMER,LATAM,Walt Disney,1097,Communications,Strategic,OneView,162.64,2,0.0,45.5392,Low,0.28,2022-07
2022-07-18,Brandon Vaughan,Argentina,Córdoba,AMER,LATAM,Walt Disney,1097,Communications,Strategic,Site Analytics,597.0,3,0.0,280.59,Low,0.47,2022-07
2022-07-18,Brandon Vaughan,Argentina,Córdoba,AMER,LATAM,Walt Disney,1097,Communications,Strategic,Support,55.48,1,0.0,26.6304,Low,0.48000000000000004,2022-07
2021-07-11,Carolyn Ross,France,Paris,EMEA,EU-WEST,Airbus,1030,Manufacturing,SMB,SaaS Connector Pack,289.8,7,0.2,36.225,Low,0.125,2021-07
2021-07-11,Carolyn Ross,France,Paris,EMEA,EU-WEST,Airbus,1030,Manufacturing,SMB,ContactMatcher,2.502,3,0.7,-2.0016,High,-0.8,2021-07
2021-07-11,Carolyn Ross,France,Paris,EMEA,EU-WEST,Airbus,1030,Manufacturing,SMB,ContactMatcher,6.48,4,0.7,-4.752,High,-0.7333333333333333,2021-07
2021-07-11,Carolyn Ross,France,Paris,EMEA,EU-WEST,Airbus,1030,Manufacturing,SMB,FinanceHub,341.488,8,0.3,-73.176,Low,-0.2142857142857143,2021-07
2021-07-11,Carolyn Ross,France,Paris,EMEA,EU-WEST,Airbus,1030,Manufacturing,SMB,ChatBot Plugin,11.12,5,0.2,0.834,Low,0.075,2021-07
2021-07-11,Carolyn Ross,France,Paris,EMEA,EU-WEST,Airbus,1030,Manufacturing,SMB,SaaS Connector Pack,25.344,6,0.2,3.4848,Low,0.13749999999999998,2021-07
2022-12-02,Rose James,India,Mumbai,APJ,IND,Engie,1062,Energy,SMB,SaaS Connector Pack,17.31,3,0.0,5.193,Low,0.3,2022-12
2023-12-23,Michelle Thomson,Brazil,São Paulo,AMER,LATAM,Anthem,1029,Healthcare,SMB,Data Smasher,199.95,5,0.0,63.984,Low,0.32,2023-12
2023-12-23,Michelle Thomson,Brazil,São Paulo,AMER,LATAM,Anthem,1029,Healthcare,SMB,FinanceHub,1586.69,7,0.0,412.5394,Low,0.26,2023-12
2023-12-23,Michelle Thomson,Brazil,São Paulo,AMER,LATAM,Anthem,1029,Healthcare,SMB,Data Smasher,84.99,1,0.0,30.5964,Low,0.36,2023-12
2023-12-23,Michelle Thomson,Brazil,São Paulo,AMER,LATAM,Anthem,1029,Healthcare,SMB,ContactMatcher,411.8,2,0.0,70.006,Low,0.16999999999999998,2023-12
2020-10-31,Jennifer Dowd,United States,New York City,AMER,NAMER,Gazprom,1027,Energy,Strategic,Storage,11.34,3,0.0,5.2164,Low,0.46,2020-10
2020-10-31,Jennifer Dowd,United States,New York City,AMER,NAMER,Gazprom,1027,Energy,Strategic,Marketing Suite - Gold,80.3,5,0.0,20.878,Low,0.26,2020-10
2020-10-31,Jennifer Dowd,United States,New York City,AMER,NAMER,Gazprom,1027,Energy,Strategic,ContactMatcher,15.968,2,0.2,5.3892,Low,0.33749999999999997,2020-10
2020-10-31,Jennifer Dowd,United States,New York City,AMER,NAMER,Gazprom,1027,Energy,Strategic,Support,64.74,13,0.0,30.4278,Low,0.4700000000000001,2020-10
2020-10-31,Jennifer Dowd,United States,New York City,AMER,NAMER,Gazprom,1027,Energy,Strategic,ContactMatcher,19.296,3,0.2,6.03,Low,0.3125,2020-10
2020-10-31,Jennifer Dowd,United States,New York City,AMER,NAMER,Gazprom,1027,Energy,Strategic,Marketing Suite - Gold,405.64,4,0.0,12.1692,Low,0.030000000000000002,2020-10
2020-10-31,Jennifer Dowd,United States,New York City,AMER,NAMER,Gazprom,1027,Energy,Strategic,FinanceHub,146.352,3,0.2,-9.147,Low,-0.0625,2020-10
2020-10-31,Jennifer Dowd,United States,New York City,AMER,NAMER,Gazprom,1027,Energy,Strategic,Data Smasher,251.91,9,0.0,47.8629,Low,0.19,2020-10
2020-10-31,Jennifer Dowd,United States,New York City,AMER,NAMER,Gazprom,1027,Energy,Strategic,ChatBot Plugin,12.39,3,0.0,3.717,Low,0.3,2020-10
2021-04-13,Pippa Brown,United States,Phoenix,AMER,NAMER,Volkswagen,1046,Manufacturing,SMB,Data Smasher,199.96,4,0.0,69.986,Low,0.35000000000000003,2021-04
2021-04-13,Pippa Brown,United States,Phoenix,AMER,NAMER,Volkswagen,1046,Manufacturing,SMB,ContactMatcher,710.832,3,0.2,-97.7394,Low,-0.1375,2021-04
2022-07-22,Warren Reid,France,Paris,EMEA,EU-WEST,Wells Fargo,1099,Finance,Strategic,ContactMatcher,1.941,1,0.7,-1.294,High,-0.6666666666666666,2022-07
2023-11-21,Harry McLean,United States,Lawrence,AMER,NAMER,Allstate,1003,Finance,SMB,FinanceHub,283.92,5,0.2,-46.137,Low,-0.1625,2023-11
2022-11-27,Nicholas Skinner,Canada,Toronto,AMER,NAMER,Coca-Cola,1021,Consumer Products,Strategic,ContactMatcher,7.312,2,0.2,2.5592,Low,0.35000000000000003,2022-11
2023-11-08,Audrey Young,United States,Detroit,AMER,NAMER,Kroger,1057,Retail,Enterprise,Data Smasher,59.97,3,0.0,13.7931,Low,0.23,2023-11
2023-11-08,Audrey Young,United States,Detroit,AMER,NAMER,Kroger,1057,Retail,Enterprise,Site Analytics,761.544,7,0.2,66.6351,Low,0.0875,2023-11
2020-12-01,Alexandra Slater,United States,Los Angeles,AMER,NAMER,Trafigura Group,1100,Finance,SMB,SaaS Connector Pack,58.2,3,0.0,28.518,Low,0.49,2020-12
2023-09-13,Jasmine Greene,China,Beijing,APJ,APAC,Carrefour,1048,Retail,SMB,Support,39.9,5,0.0,19.95,Low,0.5,2023-09
2023-09-13,Jasmine Greene,China,Beijing,APJ,APAC,Carrefour,1048,Retail,SMB,OneView,90.86,7,0.0,26.3494,Low,0.29,2023-09
2023-09-13,Jasmine Greene,China,Beijing,APJ,APAC,Carrefour,1048,Retail,SMB,Support,94.85,5,0.0,45.528,Low,0.48000000000000004,2023-09
2021-12-24,Leonard Springer,Chile,Santiago,AMER,LATAM,Tyson Foods,1088,Consumer Products,SMB,Support,106.232,7,0.2,37.1812,Low,0.35,2021-12
2021-12-24,Leonard Springer,Chile,Santiago,AMER,LATAM,Tyson Foods,1088,Consumer Products,SMB,Site Analytics,111.984,2,0.2,11.1984,Low,0.1,2021-12
2021-12-24,Leonard Springer,Chile,Santiago,AMER,LATAM,Tyson Foods,1088,Consumer Products,SMB,SaaS Connector Pack,7.712,2,0.2,1.7352,Low,0.225,2021-12
